index,Date,Adj Close,Close,High,Low,Open,Volume
0,,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
60,2021-10-29,146.2366180419922,149.8000030517578,149.94000244140625,146.41000366210938,147.22000122070312,124953200
61,2021-11-01,145.41656494140625,148.9600067138672,149.6999969482422,147.8000030517578,148.99000549316406,74588300
62,2021-11-02,146.45140075683594,150.02000427246094,151.57000732421875,148.64999389648438,148.66000366210938,69122000
63,2021-11-03,147.88644409179688,151.49000549316406,151.97000122070312,149.82000732421875,150.38999938964844,54511500
64,2021-11-04,147.36898803710938,150.9600067138672,152.42999267578125,150.63999938964844,151.5800018310547,60394600
65,2021-11-05,147.89691162109375,151.27999877929688,152.1999969482422,150.05999755859375,151.88999938964844,65463900
66,2021-11-08,147.0757293701172,150.44000244140625,151.57000732421875,150.16000366210938,151.41000366210938,55020900
67,2021-11-09,147.43743896484375,150.80999755859375,151.42999267578125,150.05999755859375,150.1999969482422,56787900
68,2021-11-10,144.61207580566406,147.9199981689453,150.1300048828125,147.85000610351562,150.02000427246094,65187100
69,2021-11-11,144.5631866455078,147.8699951171875,149.42999267578125,147.67999267578125,148.9600067138672,41000000
70,2021-11-12,146.63580322265625,149.99000549316406,150.39999389648438,147.47999572753906,148.42999267578125,63804000
71,2021-11-15,146.6455841064453,150.0,151.8800048828125,149.42999267578125,150.3699951171875,59222800
72,2021-11-16,147.62322998046875,151.0,151.49000549316406,149.33999633789062,149.94000244140625,59256200
73,2021-11-17,150.05752563476562,153.49000549316406,155.0,150.99000549316406,151.0,88807000
74,2021-11-18,154.339599609375,157.8699951171875,158.6699981689453,153.0500030517578,153.7100067138672,137827700
75,2021-11-19,156.95962524414062,160.5500030517578,161.02000427246094,156.52999877929688,157.64999389648438,117305600
76,2021-11-22,157.41912841796875,161.02000427246094,165.6999969482422,161.0,161.67999267578125,117467900
77,2021-11-23,157.80043029785156,161.41000366210938,161.8000030517578,159.05999755859375,161.1199951171875,96041900
78,2021-11-24,158.31854248046875,161.94000244140625,162.13999938964844,159.63999938964844,160.75,69463600
79,2021-11-26,153.3032684326172,156.80999755859375,160.4499969482422,156.36000061035156,159.57000732421875,76959800
80,2021-11-29,156.6565704345703,160.24000549316406,161.19000244140625,158.7899932861328,159.3699951171875,88748200
81,2021-11-30,161.6033935546875,165.3000030517578,165.52000427246094,159.9199981689453,159.99000549316406,174048100
82,2021-12-01,161.08526611328125,164.77000427246094,170.3000030517578,164.52999877929688,167.47999572753906,152052500
83,2021-12-02,160.09780883789062,163.75999450683594,164.1999969482422,157.8000030517578,158.74000549316406,136739200
84,2021-12-03,158.2207794189453,161.83999633789062,164.9600067138672,159.72000122070312,164.02000427246094,118023100
85,2021-12-06,161.6229705810547,165.32000732421875,167.8800048828125,164.27999877929688,164.2899932861328,107497000
86,2021-12-07,167.35191345214844,171.17999267578125,171.5800018310547,168.33999633789062,169.0800018310547,120405400
87,2021-12-08,171.16468811035156,175.0800018310547,175.9600067138672,170.6999969482422,172.1300048828125,116998900
88,2021-12-09,170.6562957763672,174.55999755859375,176.75,173.9199981689453,174.91000366210938,108923700
89,2021-12-10,175.4369354248047,179.4499969482422,179.6300048828125,174.69000244140625,175.2100067138672,115402700
90,2021-12-13,171.80995178222656,175.74000549316406,182.1300048828125,175.52999877929688,181.1199951171875,153237000
91,2021-12-14,170.4314727783203,174.3300018310547,177.74000549316406,172.2100067138672,175.25,139380400
92,2021-12-15,175.29034423828125,179.3000030517578,179.5,172.30999755859375,175.11000061035156,131063300
93,2021-12-16,168.40780639648438,172.25999450683594,181.13999938964844,170.75,179.27999877929688,150185800
94,2021-12-17,167.3128204345703,171.13999938964844,173.47000122070312,169.69000244140625,169.92999267578125,195432700
95,2021-12-20,165.95388793945312,169.75,170.5800018310547,167.4600067138672,168.27999877929688,107499100
96,2021-12-21,169.12142944335938,172.99000549316406,173.1999969482422,169.1199951171875,171.55999755859375,91185900
97,2021-12-22,171.71218872070312,175.63999938964844,175.86000061035156,172.14999389648438,173.0399932861328,92135300
98,2021-12-23,172.337890625,176.27999877929688,176.85000610351562,175.27000427246094,175.85000610351562,68356600
99,2021-12-27,176.2973175048828,180.3300018310547,180.4199981689453,177.07000732421875,177.08999633789062,74919600
100,2021-12-28,175.28054809570312,179.2899932861328,181.3300018310547,178.52999877929688,180.16000366210938,79144300
101,2021-12-29,175.3685302734375,179.3800048828125,180.6300048828125,178.13999938964844,179.3300018310547,62348900
102,2021-12-30,174.2149200439453,178.1999969482422,180.57000732421875,178.08999633789062,179.47000122070312,59773000
103,2021-12-31,173.59902954101562,177.57000732421875,179.22999572753906,177.25999450683594,178.08999633789062,64062300
104,2022-01-03,177.93971252441406,182.00999450683594,182.8800048828125,177.7100067138672,177.8300018310547,104487900
105,2022-01-04,175.68138122558594,179.6999969482422,182.94000244140625,179.1199951171875,182.6300048828125,99310400
106,2022-01-05,171.0082244873047,174.9199981689453,180.1699981689453,174.63999938964844,179.61000061035156,94537600
107,2022-01-06,168.153564453125,172.0,175.3000030517578,171.63999938964844,172.6999969482422,96904000
108,2022-01-07,168.3197784423828,172.1699981689453,174.13999938964844,171.02999877929688,172.88999938964844,86709100
109,2022-01-10,168.33934020996094,172.19000244140625,172.5,168.1699981689453,169.0800018310547,106765600
110,2022-01-11,171.16468811035156,175.0800018310547,175.17999267578125,170.82000732421875,172.32000732421875,76138300
111,2022-01-12,171.6046600341797,175.52999877929688,177.17999267578125,174.82000732421875,176.1199951171875,74805200
112,2022-01-13,168.33934020996094,172.19000244140625,176.6199951171875,171.7899932861328,175.77999877929688,84505800
113,2022-01-14,169.1996612548828,173.07000732421875,173.77999877929688,171.08999633789062,171.33999633789062,80440800
114,2022-01-18,166.00277709960938,169.8000030517578,172.5399932861328,169.41000366210938,171.50999450683594,90956700
115,2022-01-19,162.5126190185547,166.22999572753906,171.0800018310547,165.94000244140625,170.0,94815000
116,2022-01-20,160.83106994628906,164.50999450683594,169.67999267578125,164.17999267578125,166.97999572753906,91420500
117,2022-01-21,158.7780303955078,162.41000366210938,166.3300018310547,162.3000030517578,164.4199981689453,122848900
118,2022-01-24,158.00567626953125,161.6199951171875,162.3000030517578,154.6999969482422,160.02000427246094,162294600
119,2022-01-25,156.20684814453125,159.77999877929688,162.75999450683594,157.02000427246094,158.97999572753906,115798400
120,2022-01-26,156.1188507080078,159.69000244140625,164.38999938964844,157.82000732421875,163.5,108275300
121,2022-01-27,155.65936279296875,159.22000122070312,163.83999633789062,158.27999877929688,162.4499969482422,121954600
122,2022-01-28,166.52093505859375,170.3300018310547,170.35000610351562,162.8000030517578,165.7100067138672,179935700
123,2022-01-31,170.8713836669922,174.77999877929688,175.0,169.50999450683594,170.16000366210938,115541600
124,2022-02-01,170.7052001953125,174.61000061035156,174.83999633789062,172.30999755859375,174.00999450683594,86213900
125,2022-02-02,171.90768432617188,175.83999633789062,175.8800048828125,173.3300018310547,174.75,84914300
126,2022-02-03,169.03347778320312,172.89999389648438,176.24000549316406,172.1199951171875,174.47999572753906,89418100
127,2022-02-04,168.7495880126953,172.38999938964844,174.10000610351562,170.67999267578125,171.67999267578125,82465400
128,2022-02-07,168.03500366210938,171.66000366210938,173.9499969482422,170.9499969482422,172.86000061035156,77251200
129,2022-02-08,171.13807678222656,174.8300018310547,175.35000610351562,171.42999267578125,171.72999572753906,74829200
130,2022-02-09,172.5574493408203,176.27999877929688,176.64999389648438,174.89999389648438,176.0500030517578,71285000
131,2022-02-10,168.4852752685547,172.1199951171875,175.47999572753906,171.5500030517578,174.13999938964844,90865900
132,2022-02-11,165.07876586914062,168.63999938964844,173.0800018310547,168.0399932861328,172.3300018310547,98670700
133,2022-02-14,165.31369018554688,168.8800048828125,169.5800018310547,166.55999755859375,167.3699951171875,86185500
134,2022-02-15,169.1411590576172,172.7899932861328,172.9499969482422,170.25,170.97000122070312,62527400
135,2022-02-16,168.9062042236328,172.5500030517578,173.33999633789062,170.0500030517578,171.85000610351562,61177400
136,2022-02-17,165.31369018554688,168.8800048828125,171.91000366210938,168.47000122070312,171.02999877929688,69589300
137,2022-02-18,163.76705932617188,167.3000030517578,170.5399932861328,166.19000244140625,169.82000732421875,82772700
138,2022-02-22,160.8500213623047,164.32000732421875,166.69000244140625,162.14999389648438,164.97999572753906,91162800
139,2022-02-23,156.68978881835938,160.07000732421875,166.14999389648438,159.75,165.5399932861328,90009200
140,2022-02-24,159.30337524414062,162.74000549316406,162.85000610351562,152.0,152.5800018310547,141147500
141,2022-02-25,161.36880493164062,164.85000610351562,165.1199951171875,160.8699951171875,163.83999633789062,91974200
142,2022-02-28,161.63308715820312,165.1199951171875,165.4199981689453,162.42999267578125,163.05999755859375,95056600
143,2022-03-01,159.75367736816406,163.1999969482422,166.60000610351562,161.97000122070312,164.6999969482422,83474400
144,2022-03-02,163.04269409179688,166.55999755859375,167.36000061035156,162.9499969482422,164.38999938964844,79724800
145,2022-03-03,162.7196502685547,166.22999572753906,168.91000366210938,165.5500030517578,168.47000122070312,76678400
146,2022-03-04,159.72427368164062,163.1699981689453,165.5500030517578,162.10000610351562,164.49000549316406,83737200
147,2022-03-07,155.9359893798828,159.3000030517578,165.02000427246094,159.0399932861328,163.36000061035156,96418800
148,2022-03-08,154.1152801513672,157.44000244140625,162.8800048828125,155.8000030517578,158.82000732421875,131148300
149,2022-03-09,159.50892639160156,162.9499969482422,163.41000366210938,159.41000366210938,161.47999572753906,91454900
150,2022-03-10,155.17250061035156,158.52000427246094,160.38999938964844,155.97999572753906,160.1999969482422,105342000
151,2022-03-11,151.46255493164062,154.72999572753906,159.27999877929688,154.5,158.92999267578125,96970100
152,2022-03-14,147.43931579589844,150.6199951171875,154.1199951171875,150.10000610351562,151.4499969482422,108732100
153,2022-03-15,151.81491088867188,155.08999633789062,155.57000732421875,150.3800048828125,150.89999389648438,92964300
154,2022-03-16,156.2198944091797,159.58999633789062,160.0,154.4600067138672,157.0500030517578,102300200
155,2022-03-17,157.22811889648438,160.6199951171875,161.0,157.6300048828125,158.61000061035156,75615400
156,2022-03-18,160.51719665527344,163.97999572753906,164.47999572753906,159.75999450683594,160.50999450683594,123511700
157,2022-03-21,161.88760375976562,165.3800048828125,166.35000610351562,163.00999450683594,163.50999450683594,95811400
158,2022-03-22,165.2549591064453,168.82000732421875,169.4199981689453,164.91000366210938,165.50999450683594,81532000
159,2022-03-23,166.61563110351562,170.2100067138672,172.63999938964844,167.64999389648438,167.99000549316406,98062700
160,2022-03-24,170.3941192626953,174.07000732421875,174.13999938964844,170.2100067138672,171.05999755859375,90131400
161,2022-03-25,171.03036499023438,174.72000122070312,175.27999877929688,172.75,173.8800048828125,80546200
162,2022-03-28,171.89183044433594,175.60000610351562,175.72999572753906,172.0,172.1699981689453,90371900
163,2022-03-29,175.18084716796875,178.9600067138672,179.00999450683594,176.33999633789062,176.69000244140625,100589400
164,2022-03-30,174.0159454345703,177.77000427246094,179.61000061035156,176.6999969482422,178.5500030517578,92633200
165,2022-03-31,170.92269897460938,174.61000061035156,178.02999877929688,174.39999389648438,177.83999633789062,103049300
166,2022-04-01,170.62905883789062,174.30999755859375,174.8800048828125,171.94000244140625,174.02999877929688,78751300
167,2022-04-04,174.67184448242188,178.44000244140625,178.49000549316406,174.44000244140625,174.57000732421875,76468400
168,2022-04-05,171.36317443847656,175.05999755859375,178.3000030517578,174.4199981689453,177.5,73401800
169,2022-04-06,168.201416015625,171.8300018310547,173.6300048828125,170.1300048828125,172.36000061035156,89058800
170,2022-04-07,168.50486755371094,172.13999938964844,173.36000061035156,169.85000610351562,171.16000366210938,77594700
171,2022-04-08,166.49810791015625,170.08999633789062,171.77999877929688,169.1999969482422,171.77999877929688,76575500
172,2022-04-11,162.24977111816406,165.75,169.02999877929688,165.5,168.7100067138672,72246700
173,2022-04-12,164.1194610595703,167.66000366210938,169.8699951171875,166.63999938964844,168.02000427246094,79265200
174,2022-04-13,166.80160522460938,170.39999389648438,171.0399932861328,166.77000427246094,167.38999938964844,70618900
175,2022-04-14,161.79953002929688,165.2899932861328,171.27000427246094,165.0399932861328,170.6199951171875,75329400
176,2022-04-18,161.5841827392578,165.07000732421875,166.60000610351562,163.57000732421875,163.9199981689453,69023900
177,2022-04-19,163.86492919921875,167.39999389648438,167.82000732421875,163.91000366210938,165.02000427246094,67723800
178,2022-04-20,163.69854736328125,167.22999572753906,168.8800048828125,166.10000610351562,168.75999450683594,67929800
179,2022-04-21,162.9056396484375,166.4199981689453,171.52999877929688,165.91000366210938,168.91000366210938,87227800
180,2022-04-22,158.3734130859375,161.7899932861328,167.8699951171875,161.5,166.4600067138672,84882400
181,2022-04-25,159.44039916992188,162.8800048828125,163.1699981689453,158.4600067138672,161.1199951171875,96046400
182,2022-04-26,153.4888153076172,156.8000030517578,162.33999633789062,156.72000122070312,162.25,95623200
183,2022-04-27,153.26365661621094,156.57000732421875,159.7899932861328,155.3800048828125,155.91000366210938,88063200
184,2022-04-28,160.18435668945312,163.63999938964844,164.52000427246094,158.92999267578125,159.25,130216800
185,2022-04-29,154.32083129882812,157.64999389648438,166.1999969482422,157.25,161.83999633789062,131747600
186,2022-05-02,154.6243133544922,157.9600067138672,158.22999572753906,153.27000427246094,156.7100067138672,123055300
187,2022-05-03,156.11221313476562,159.47999572753906,160.7100067138672,156.32000732421875,158.14999389648438,88966500
188,2022-05-04,162.51409912109375,166.02000427246094,166.47999572753906,159.25999450683594,159.6699981689453,108256500
189,2022-05-05,153.45945739746094,156.77000427246094,164.0800018310547,154.9499969482422,163.85000610351562,130525300
190,2022-05-06,154.1848602294922,157.27999877929688,159.44000244140625,154.17999267578125,156.00999450683594,116124600
191,2022-05-09,149.0675811767578,152.05999755859375,155.8300018310547,151.49000549316406,154.92999267578125,131577900
192,2022-05-10,151.4693603515625,154.50999450683594,156.74000549316406,152.92999267578125,155.52000427246094,115366700
193,2022-05-11,143.61700439453125,146.5,155.4499969482422,145.80999755859375,153.5,142689800
194,2022-05-12,139.75450134277344,142.55999755859375,146.1999969482422,138.8000030517578,142.77000427246094,182602000
195,2022-05-13,144.2150115966797,147.11000061035156,148.10000610351562,143.11000061035156,144.58999633789062,113990900
196,2022-05-16,142.6759033203125,145.5399932861328,147.52000427246094,144.17999267578125,145.5500030517578,86643800
197,2022-05-17,146.30308532714844,149.24000549316406,149.77000427246094,146.67999267578125,148.86000061035156,78336300
198,2022-05-18,138.0487823486328,140.82000732421875,147.36000061035156,139.89999389648438,146.85000610351562,109742900
199,2022-05-19,134.64707946777344,137.35000610351562,141.66000366210938,136.60000610351562,139.8800048828125,136095600
200,2022-05-20,134.88235473632812,137.58999633789062,140.6999969482422,132.61000061035156,139.08999633789062,137426100
201,2022-05-23,140.29373168945312,143.11000061035156,143.25999450683594,137.64999389648438,137.7899932861328,117726300
202,2022-05-24,137.59783935546875,140.36000061035156,141.97000122070312,137.3300018310547,140.80999755859375,104132700
203,2022-05-25,137.75469970703125,140.52000427246094,141.7899932861328,138.33999633789062,138.42999267578125,92482700
204,2022-05-26,140.95053100585938,143.77999877929688,144.33999633789062,137.13999938964844,137.38999938964844,90601500
205,2022-05-27,146.69525146484375,149.63999938964844,149.67999267578125,145.25999450683594,145.38999938964844,90978500
206,2022-05-31,145.91098022460938,148.83999633789062,150.66000366210938,146.83999633789062,149.07000732421875,103718400
207,2022-06-01,145.7835235595703,148.7100067138672,151.74000549316406,147.67999267578125,149.89999389648438,74286600
208,2022-06-02,148.2342987060547,151.2100067138672,151.27000427246094,146.86000061035156,147.8300018310547,72348100
209,2022-06-03,142.51905822753906,145.3800048828125,147.97000122070312,144.4600067138672,146.89999389648438,88570300
210,2022-06-06,143.26409912109375,146.13999938964844,148.57000732421875,144.89999389648438,147.02999877929688,71598400
211,2022-06-07,145.7835235595703,148.7100067138672,149.0,144.10000610351562,144.35000610351562,67808200
212,2022-06-08,145.0482940673828,147.9600067138672,149.8699951171875,147.4600067138672,148.5800018310547,53950200
213,2022-06-09,139.8329620361328,142.63999938964844,147.9499969482422,142.52999877929688,147.0800018310547,69473000
214,2022-06-10,134.43141174316406,137.1300048828125,140.75999450683594,137.05999755859375,140.27999877929688,91437900
215,2022-06-13,129.28469848632812,131.8800048828125,135.1999969482422,131.44000244140625,132.8699951171875,122207100
216,2022-06-14,130.14739990234375,132.75999450683594,133.88999938964844,131.47999572753906,133.1300048828125,84784300
217,2022-06-15,132.76486206054688,135.42999267578125,137.33999633789062,132.16000366210938,134.2899932861328,91533000
218,2022-06-16,127.50054168701172,130.05999755859375,132.38999938964844,129.0399932861328,132.0800018310547,108123900
219,2022-06-17,128.9709930419922,131.55999755859375,133.0800018310547,129.80999755859375,130.07000732421875,134520300
220,2022-06-21,133.19619750976562,135.8699951171875,137.05999755859375,133.32000732421875,133.4199981689453,81000500
221,2022-06-22,132.6864471435547,135.35000610351562,137.75999450683594,133.91000366210938,134.7899932861328,73409200
222,2022-06-23,135.5489959716797,138.27000427246094,138.58999633789062,135.6300048828125,136.82000732421875,72433800
223,2022-06-24,138.8722686767578,141.66000366210938,141.91000366210938,139.77000427246094,139.89999389648438,89116800
224,2022-06-27,138.8722686767578,141.66000366210938,143.49000549316406,140.97000122070312,142.6999969482422,70207900
225,2022-06-28,134.73532104492188,137.44000244140625,143.4199981689453,137.32000732421875,142.1300048828125,67083400
226,2022-06-29,136.4900665283203,139.22999572753906,140.6699981689453,136.6699981689453,137.4600067138672,66242400
227,2022-06-30,134.0294952392578,136.72000122070312,138.3699951171875,133.77000427246094,137.25,98964500
228,2022-07-01,136.19598388671875,138.92999267578125,139.0399932861328,135.66000366210938,136.0399932861328,71051600
229,2022-07-05,138.77420043945312,141.55999755859375,141.61000061035156,136.92999267578125,137.77000427246094,73353800
230,2022-07-06,140.10745239257812,142.9199981689453,144.1199951171875,141.0800018310547,141.35000610351562,74064300
231,2022-07-07,143.469970703125,146.35000610351562,146.5500030517578,143.27999877929688,143.2899932861328,66253700
232,2022-07-08,144.1463623046875,147.0399932861328,147.5500030517578,145.0,145.25999450683594,64547800
233,2022-07-11,142.01905822753906,144.8699951171875,146.63999938964844,143.77999877929688,145.6699981689453,63141600
234,2022-07-12,142.98960876464844,145.86000061035156,148.4499969482422,145.0500030517578,145.75999450683594,77588800
235,2022-07-13,142.6269073486328,145.49000549316406,146.4499969482422,142.1199951171875,142.99000549316406,71185600
236,2022-07-14,145.54823303222656,148.47000122070312,148.9499969482422,143.25,144.0800018310547,78140700
237,2022-07-15,147.21478271484375,150.1699981689453,150.86000061035156,148.1999969482422,149.77999877929688,76259900
238,2022-07-18,144.17584228515625,147.07000732421875,151.57000732421875,146.6999969482422,150.74000549316406,81420900
239,2022-07-19,148.02845764160156,151.0,151.22999572753906,146.91000366210938,147.9199981689453,82982400
240,2022-07-20,150.02830505371094,153.0399932861328,153.72000122070312,150.3699951171875,151.1199951171875,64823400
241,2022-07-21,152.29286193847656,155.35000610351562,155.57000732421875,151.94000244140625,154.5,65086600
242,2022-07-22,151.05764770507812,154.08999633789062,156.27999877929688,153.41000366210938,155.38999938964844,66675400
243,2022-07-25,149.94007873535156,152.9499969482422,155.0399932861328,152.27999877929688,154.00999450683594,53623900
244,2022-07-26,148.6166534423828,151.60000610351562,153.08999633789062,150.8000030517578,152.25999450683594,55138700
245,2022-07-27,153.70449829101562,156.7899932861328,157.3300018310547,152.16000366210938,152.5800018310547,78620700
246,2022-07-28,154.2534942626953,157.35000610351562,157.63999938964844,154.41000366210938,156.97999572753906,81378700
247,2022-07-29,159.3119354248047,162.50999450683594,163.6300048828125,159.5,161.24000549316406,101786900
248,2022-08-01,158.3316192626953,161.50999450683594,163.58999633789062,160.88999938964844,161.00999450683594,67829400
249,2022-08-02,156.86114501953125,160.00999450683594,162.41000366210938,159.6300048828125,160.10000610351562,59907000
250,2022-08-03,162.86070251464844,166.1300048828125,166.58999633789062,160.75,160.83999633789062,82507500
251,2022-08-04,162.5469970703125,165.80999755859375,167.19000244140625,164.42999267578125,166.00999450683594,55474100
252,2022-08-05,162.32122802734375,165.35000610351562,165.85000610351562,163.0,163.2100067138672,56697000
253,2022-08-08,161.85000610351562,164.8699951171875,167.80999755859375,164.1999969482422,166.3699951171875,60276900
254,2022-08-09,161.8990936279297,164.9199981689453,165.82000732421875,163.25,164.02000427246094,63135500
255,2022-08-10,166.13995361328125,169.24000549316406,169.33999633789062,166.89999389648438,167.67999267578125,70170500
256,2022-08-11,165.40370178222656,168.49000549316406,170.99000549316406,168.19000244140625,170.05999755859375,57149200
257,2022-08-12,168.94760131835938,172.10000610351562,172.1699981689453,169.39999389648438,169.82000732421875,68039400
258,2022-08-15,170.01760864257812,173.19000244140625,173.38999938964844,171.35000610351562,171.52000427246094,54091700
259,2022-08-16,169.8605499267578,173.02999877929688,173.7100067138672,171.66000366210938,172.77999877929688,56377100
260,2022-08-17,171.35272216796875,174.5500030517578,176.14999389648438,172.57000732421875,172.77000427246094,79542000
261,2022-08-18,170.96002197265625,174.14999389648438,174.89999389648438,173.1199951171875,173.75,62290100
262,2022-08-19,168.3782196044922,171.52000427246094,173.74000549316406,171.30999755859375,173.02999877929688,70346300
263,2022-08-22,164.50054931640625,167.57000732421875,169.86000061035156,167.13999938964844,169.69000244140625,69026800
264,2022-08-23,164.16680908203125,167.22999572753906,168.7100067138672,166.64999389648438,167.0800018310547,54147100
265,2022-08-24,164.46128845214844,167.52999877929688,168.11000061035156,166.25,167.32000732421875,53841500
266,2022-08-25,166.91549682617188,170.02999877929688,170.13999938964844,168.35000610351562,168.77999877929688,51218200
